id,name,area,experience,key_skills,description
128995123,Senior BI/Data аналитик,Москва,От 3 до 6 лет,"Аналитическое мышление, Английский язык, SQL, Tableau","Мы — многопрофильная компания, которая помогает бизнесу успешно развиваться и расти в современном цифровом мире. Наши ключевые направления включают:  Онлайн-школу для новичков Курсы повышения квалификации менеджеров Управление продажами на маркетплейсах Аудит бизнеса на маркетплейсах Оцифровка бизнеса на маркетплейсах HR-агентство Фулфилмент Сертификационный центр  Мы в поиске Senior BI/Data аналитик для расширения проекта и реализации новых направлений.Если ты профи в аналитике и обладаешь желанием привносить новые идеи в полезный проект, то скорее оставляй заявку!   Мы готовы предложить:  Официальное трудоустройство по ТК РФ; Удаленную работу (5/2, о времени договоримся); Конкурентную ЗП; Отпуска и больничные.  Чем предстоит заниматься:     Представление результатов анализа, дашбордов и отчетов не-технической аудитории, формирование понятных выводов и рекомендаций для принятия бизнес-решений   Перевод бизнес-вопросов на язык данных и графиков   Тесное взаимодействие с заказчиками из бизнес-подразделений для сбора и уточнения аналитических потребностей   Проведение комплексного анализа бизнес-показателей e-commerce проекта:конверсии сайта, эффективности маркетинговых каналов, клиентского поведения (Cohort, RFM-анализ), финансовых метрик, показателей логистики и запасов   Выявление причинно-следственных связей, поиск точек роста и проблемных зон в бизнес-процессах на основе данных   Статистический анализ данных для проверки гипотез, оценки результатов маркетинговых кампаний, прогнозирования трендов и коммерческих показателей   Разработка, создание и поддержка интерактивных дашбордов в Tableau для мониторинга ключевых метрик различными департаментами (маркетинг, продажи, менеджмент)   Автоматизация регулярных отчетов, обеспечение их актуальности и достоверности       Написание эффективного и оптимизированного SQL-кода для сложных выборок, агрегаций и преобразований больших объемов данных   Построение, оптимизация и поддержка витрин данных и аналитического слоя, обеспечивающих единую версию истины   Автоматизация сбора данных через API с использованием Python   Использование Python для работы с данными и расширенной аналитики, включая применение ML- и NLP-моделей(например, ChatGPT API) для анализа текстовых данных (отзывы, поисковые запросы)       Организация хранения сырых и очищенных данных в Amazon S3 и базах данных (Redshift, PostgreSQL и др.)   Использование инструментов Airflow, AWS Glue Studio, Fivetran для оркестрации пайплайнов данных   Проектирование, разработка и поддержка ETL/ELT-процессов для автоматической загрузки и обработки данныхиз различных источников (логи сайта, CRM, рекламные кабинеты, системы логистики и др.)   Кого мы хотим видеть в команде:   Аналитический склад ума;   Обязательные знания - SQL (разные диалекты Redshift, Postgre, MySQL);   Tableau (BI инструментарий);   Airflow, AWS Glue Studio, Fivetran, S3 (ETL инструментарий);   Python (обработка и сбор данных через API, работа с chat gpt mini);   Опыт работы с AWS;   SQL уровня Data Engineer;   Знания в построении ETL процессов;   Необходимый опыт работы 5 лет;   Обязательное высшее образование математика/экономика;   Знание Английского В1."
128999813,Data Analyst / Аналитика Данных,Москва,От 1 года до 3 лет,,"ЭКОПСИ Консалтинг – лидер рынка управленческого и HR-консалтинга в России. У нас работают люди, возглавляющие списки самых авторитетных и востребованных экспертов в области управления персоналом в стране.Наши клиенты – компании из ТОП-100 РБК, 9 из 10 крупнейших компаний России, более 30-ти лет успешно реализуем масштабные проекты для компаний 20+ отраслей бизнеса России и СНГ. Мы ищем в команду Data Analyst / Аналитика Данных разного уровня. Работа и компенсация будут соответствовать вашему актуальному уровню. Поможем новичкам быстро освоиться в профессии, а опытным экспертам – открыть для себя новые вызовы. Data Analyst / Аналитика Данных это тот, кто:  Готов по локоть влезать в клиентские данные и приводить их в приемлемый вид; Умеет (или готов учиться) переводить с человеческого языка на математический и обратно; Может рассказать яркую историю по результатам анализа; Уверенно понимает основы статистики и планирования исследований; Использует в своей работе язык R (желательно) или Python (тоже можно).  Что мы можем тебе предложить:  Быстрый рост экспертизы и насмотренности – мы делаем самые разнообразные проекты для компаний из всех индустрий; Наши клиенты рядом, а не скрываются за метриками и таблицами – даже в роли аналитика можно и нужно своими глазами увидеть, как они взаимодействует с результатами анализа и применяют их, чтобы сделать свой бизнес сильнее; Без начальников и поручений – строим работу от интересов и потенциала каждого человека; Рядом всегда наставник и опытные коллеги, они помогают преодолеть сложности и освоить новые навыки; Нет фиксированных должностей – можно пробовать себя в разных ролях, от управления проектами до продажи, если тебе это интересно и команда согласна; Нам неважно, где и сколько ты работаешь – важен только результат.  Как проходит отбор:  Рассмотрение резюме; Реши тестовое задание – наш техлид даст ОС по результатам при любом исходе; Интервью с лидером команды и техлидом.     Что тебя ждёт в ЭКОПСИ  Культура свободы и ответственности  Мы любим талантливых, высоко результативных людей и даём им «карт-бланш» для работы и творчества. У нас никто не будет контролировать, где и сколько ты работаешь, главное ― результат. Кстати, бонус у нас без верхней планки — сделай столько, сколько сможешь.  Интеллектуальная среда  Тебя ждут задачи, над которыми хочется думать. И выбрать ты их сможешь сам в любой из 20+ практик разного профиля. Тебя будут окружать действительно умные люди, у которых интересно учиться. За кофе и на встречах у нас бурлят дискуссии, в диалоге рождаются новые смыслы и идеи — у тебя всегда найдется, “об кого” подумать.  Масштабные проекты, приносящие пользу  Работа должна иметь смысл. Для нас он в том, чтобы помогать бизнесам расти и развиваться. Меняя компании, мы делаем лучше жизни тысяч людей, городов и даже страны — и это невероятно заряжает."
129001493,Data Scientist (команда перспективных алгоритмов машинного обучения),Москва,От 1 года до 3 лет,"Python, Spark, ML, SQL, PyTorch, Computer Vision, Математическая статистика","В команду по разработке перспективных алгоритмов машинного обучения ищем Junior / Middle DS на направление ""Компьютерное зрение"". Компьютерное зрение для OCR: разработка нейросетевых и детерминированных моделей (детекция документов на изображении, детекции текста, распознавание текста и др.) для распознавания шаблонных документов и общих OCR систем. Компьютерное зрение для видеоаналитики: умение работы с видеопотоками и видеофайлами, разработка нейросетевых и детерминированных моделей для составления отчетов и расчета бизнес метрик. Обязанности:  разрабатывать модели машинного обучения; разработка и развитие оптимизационной части системы; поддержка и развитие кодовой базы проекта; задачи по работе с текстом, табличными данными, видеоаналитикой, графами связанности.  Требования:  высшее математическое или техническое образование; основы линейной алгебры, методов оптимизации, теории вероятностей и математической статистики; основы машинного обучения и методов анализа данных; основы стандартного стека: python + sklearn, pandas, numpy, scipy, matplotlib и т.д; основы SQL, git; знакомство с PyTorch; знание архитектур нейросетей по детекции/сегментации объектов на изображения; чтение технической и научной литературы в предметной области на английском языке; будет плюсом уверенное владение стандартным стеком python-библиотек (sklearn, pandas, numpy, scipy, matplotlib, LightGBM и т.д.); будет плюсом опыт работы в проектах по машинному обучению, связанных с компьютерным зрением."
129000924,Ведущий системный аналитик в команду Data Science,Москва,От 1 года до 3 лет,"REST, SOAP, BPML, UML, MS SQL, XML, ml","Обязанности:  Бизнес- и системный анализ в рамках предметной области; Постановка задач и разработка технического задания; Сбор, анализ и документирование функциональных требований к ПО; Подготовка документации по описанию сущностей, взаимосвязей и процессов предметной области с использованием специальных нотаций; Обновление и систематизация документации по проекту  Требования:  Имеет опыт работы бизнес/системным аналитиком от 3 лет; Знает методы и инструменты описания бизнес-процессов; Знает архитектуру автоматизированных систем и базовых принципов разработки; принципы и методы сбора требований к ИС; жизненного цикла разработки ПО; Имеет навыки разработки функциональных требований, технических заданий,  Условия:  Мы развиваем InsurTech. Диджитализируем сервисы, чтобы упростить жизнь клиентам и изменить рынок; Делаем продукт, которым пользуются миллионы людей и мы сами; У нас сильная команда. Можно делиться знаниями и получать новые; Поддерживаем быстрый темп работы, не стоим месяцами на месте в ожидании согласования, внедряем Agile во все сферы бизнеса, не только в IT; Продвигаем инициативы без бюрократии: если ты найдешь неэффективный процесс, то всегда можешь залидировать его изменение; Закрепляем за каждым новичком бадди, который поддерживает и помогает быстрее адаптироваться; У вас будет возможность приобрести и развить оптыт в создании экосистемы цифровых сервисов и решений InsureTech; Комфортная среда для ИТ-специалистов; Плотная и демократичная работа с ТОП-менеджерами, которые работали в ТОП-компаниях по цифровой трансформации, но решили уйти от бюрократии и присоединились к нам для создания высококлассных ИТ-решений; Предлагаем гибридный формат работы: приезжай в офис при необходимости. А еще мы можем оформить тебя удаленно; Подключаем ДМС и страховку от несчастного случая с 4 дня работы и предлагаем выбрать опции в кафетерии льгот на твой вкус; У нас есть система внутреннего обучения сотрудников, где ты можешь стать тренером-экспертом и помочь коллегам прокачать свои навыки; Постоянно обновляем корпоративную электронную библиотеку, у нас более 2000 книг для профессионального развития как хард, так и софт-скиллов."
128998886,Специалист по машинному обучению и аналитике данных/Data Scientist,Москва,От 3 до 6 лет,,"Ваша задача — обучение предсказательных моделей для различных сфер нашего бизнеса, начиная с определения стоимости сырья и заканчивая комплексным анализом показателей. Необходимо будет:   Создавать ансамбли моделей для предсказания стоимости сырья для последующей интеграции в отраслевые сервисы.   Анализировать внутренние данные компании для оптимизации и совершенствования процессов, маркетинговых методов и бизнес-стратегий.   Проводить оценку эффективности и точности новых источников данных и методов сбора данных.   Создавать другие ML-based сервисы, направленные на снижение костов или же увеличение прибыли   Если вы умеете находить инсайты, строить ML-модели и уверенно взаимодействуете с бизнесом и ИТ-командами - присоединяйтесь! Чем предстоит заниматься:   Сбор, очистка и подготовка данных из различных источников для дальнейшего анализа.   Проведение первичного анализа данных: выявление закономерностей и аномалий, создание визуализаций.   Разработка и внедрение моделей машинного обучения (включая регрессию, классификацию и кластеризацию), особый фокус на разработку моделей, связанных с временными рядами.   Оценка качества моделей, настройка гиперпараметров и проведение кросс-валидации.   Участие в интеграции моделей в бизнес-процессы компании.   Подготовка аналитических отчетов.   Эффективное взаимодействие с представителями бизнеса и техническими командами.   Улучшение текущих подходов и изучение новых инструментов и алгоритмов.   Что мы ожидаем от кандидата:   Знание современных алгоритмов машинного обучения и статистического анализа данных, опыт работы с временными рядами, работа с LLM для создания продуктов и получения инсайтов;   Отличное знание Python (библиотеки: Pandas, NumPy, Scikit-Learn, PyTorch/TensorFlow, etc.);   Опыт работы с Spark, Pyspark, SQL, работа с S3;   Опыт работы с жизненными циклами разработки вычислительной и программной инфраструктуры;   Опыт разработки продуктового ML решения, начиная от анализа данных и заканчивая созданием прототипа: понимание архитектуры ML проектов, настройка пайплайнов данных, умение обернуть модель в базовый backend (FastAPI/Hug/другое), базовые навыки DevOps (умение работать с Docker, KubeFlow)   Высокие навыки коммуникации и решения проблем, стремление к обучению   Уровень английского языка - Intermediate   Будет плюсом:   Понимание специфики бизнес-областей: маркетинг, финансы, логистика и др.   Мы предлагаем:   Работа в международной компании с сильной культурой и возможностями для развития   Возможность влиять на стратегически важные решения бизнеса   Конкурентная зарплата, премии и бонусы   Гибридный формат работы (офис + удаленка)   Корпоративное обучение, доступ к глобальным best practices   Программы медицинского страхования и другие корпоративные льготы."
128999596,Data-инженер (Аналитик),Москва,Более 6 лет,"SQL, ETL, Apache Spark, Apache NiFi, Apache Airflow, Grafana, Prometheus","LIAN — системный интегратор с фокусом в аналитике и управлении данными. Мы работаем в трех направлениях: 1. Автоматизация управленческой отчетности (BI) в малом и среднем бизнесе. Строим хранилища данных, настраиваем сбор и интеграцию, разрабатываем отчеты и дэшборды. Наш стек в BI включает все современные инструменты, в том числе open-source ПО. 2. Заказная разработка аналитических систем. Когда у нашего клиента есть специфичный запрос, мы разрабатываем аналитические системы с нуля. Часто применяем подходы BigData, Data Science, актуальные подходы к программному анализу данных и прогнозированию. 3. Запуск и ресурсное обеспечение команд разработки в комплексных проектах цифровой трансформации. Мы усиливаем команды наших партнеров и клиентов собственными сотрудниками и обеспечиваем максимально быстрый старт новых проектов. Среди наших заказчиков - крупные системные интеграторы, банки, нефтегазовые, химические производства, логистические компании, стартапы. Обязанности: - Участие в миграции ИС на Apache стек;- Подготовка документации AS IS и TO BE;- Написание SQL кода;- Отслеживание метрик. Требования: - Опыт в системном анализе ETL;- Опыт участия в проектах миграции ETL-систем (Apache стек);- Умение проектировать архитектуры для Spark, NiFi, Airflow;- Опыт применения сложных SQL-запросы (оконные функции, джоины);- Умение оптимизировать запросы для highload-среды;- Опыт проектирования интеграций Apache-стека с Kafka и BI-системами;- Опыт настройки потоковой обработки данных;- Опыт создания ER-диаграммы, инструкции, тест-кейсов;- Умение переводить бизнес-требования в технические спецификации;- Опыт подготовки документации для пользователей и разработчиков;- Опыт работы с Grafana/Prometheus для отслеживания ETL-процессов;- Опыт работы с биллингом.Будет плюсом: -Опыт работы в системной аналитике. Условия:  Трудоустройство по ИП/СЗ Удаленная работа по РФ, 5/2 по МСК Работа с современными и передовыми технологиями Широкие возможности для профессионального и карьерного роста"
128998312,Старший аналитик (data analyst / data scientist)в управление планирования и прогнозирования,Москва,От 3 до 6 лет,"Анализ данных, Аналитическое мышление, Статистический анализ, SQL, Python, MS Excel, Olap (online analytical processing)","Какие задачи решаем:    Разработка и поддержание действующей отчетности компании; Анализ данных, факторный анализ и оценка отклонений: влияющих на динамику показателей. Оптимизация коэффициентов корректировки автозаказа товарных позиций розничной сети в системах учета; Построение новых OLAP-кубов с использованием MS SQL, DAX в стандартных инструментах MS Excel (query/pivot), Power Bi; Моделирование данных в SQL Server Analysis Services (SSAS); Прогнозирование спроса и планирования закупок (в разрезах товара, склада, региона, др.); Сбор и анализ информации, выдвижение гипотез математической статистики на основании полученных данных; Разработка и создание универсальных инструментов для автоматизации отчетности;  Мы ожидаем:  Опыт работы в ритейле от 2 лет; Уверенное владение SQL, R или Python (pandas, pobars, numpy, sklearn, xgboost, etc. matplotlib или seaborn) в области анализа данных и разработки алгоритмов; Опыт построения моделей кластеризации / классификации / прогнозирования; Математический бэкграунд будем плюсом; Знание методов статистического анализа данных, построения математических моделей; Аналитический склад ума, внимание к деталям и умение работать с большими объемами информации.    Условия:  Официальное трудоустройство по ТК; Полностью белая заработная плата; График работы: 5/2 сб.,вс. – выходной; Современный и уютный офис в центре города ""Москва Сити""; Работа в динамично развивающейся и уникальной по структуре, масштабам и возможностям компании; Корпоративные мероприятия; Подарки детям сотрудников на НГ; Зарплатная карта Alfa Only с возможностью посещения бизнес - залов и поддержкой персонального менеджера."
128990991,NLP Data Scientist,Москва,Более 6 лет,"Python, LLM, RAG, NLP, Flask, FastAPI, Streamlit, Bash, Docker, Git","Ищем NLP Data Scientist с глубоким опытом в построении поисковых систем по документам и решений на базе LLM. Роль предполагает создание и развитие NLP-решений для поиска информации и генерации ответов под бизнес-задачи, а также участие в быстром прототипировании и валидации идей. Обязанности:  Разработка и внедрение LLM-агентов и продвинутых RAG-систем для решения прикладных и стратегических задач — от прототипов до продакшена. Решение задач оценки качества, полноты и релевантности документации и отчетности с использованием AI-ассистентов (RAG-пайплайны, классификация запросов, генерация ответов). Исследование и настройка multi-agent orchestration и reasoning-пайплайнов. Дообучение и адаптация LLM под прикладные задачи. Разработка и внедрение метрик качества для поиска и генерации.  Требования:  Опыт работы в Data Science / Machine Learning от 5 лет. Глубокая экспертиза в NLP и LLM. Уверенное владение инструментами разработки и инфраструктуры (bash, Docker, Git и т.п.). Фундаментальные знания в области машинного обучения. Отличное знание Python и опыт индустриальной разработки. Понимание архитектуры LLM и принципов prompt engineering. Практический опыт построения RAG-систем и адаптации моделей под прикладные задачи. Умение проектировать пайплайны inference и retraining. Опыт упаковки моделей в сервисы и пользовательские интерфейсы (FastAPI, Flask, Streamlit и аналоги).  Условия:  Удаленный формат работы, гибрид, офис; Возможность участвовать в интересных и сложных проектах с ведущими специалистами индустрии; Пятидневная рабочая неделя (5/2) с 9:00 до 18:00; Работа в крупной международной компании (69 тыс. сотрудников, 1-е место по объему производства алюминия в мире), официальное трудоустройство (белая ЗП, отпуск, больничный);"
129000773,Старший Data Scientist в команду антифрода,Москва,От 3 до 6 лет,,"О команде Наша команда разрабатывает и поддерживает алгоритмы скоринга пользователей, проверки коммуникации между ними, противодействия спаму и фроду. Сейчас мы ищем ML-инженера, который усилит часть команды, ответственную за обеспечение безопасности совершения сделки в каждом канале и типе коммуникаций внутри контура Авито. Примеры будущих задач:  поиск и генерация идей по борьбе с новыми схемами фрода и спама; построение моделей и инструментов для детекции подозрительных паттернов в коммуникациях, начиная от уводов в другие каналы связи и заканчивая намеренными обфускациями текста в обход проверок Авито; разработка моделей для скоринга поведения и активности юзеров на предмет фрод- и спам-паттернов в коммуникациях.  Вам предстоит:  улучшать алгоритмы поиска фрода и спама в сервисе, который обрабатывает тысячи событий в минуту; искать нетривиальные и эффективные решения реальных бизнес-задач; постоянно улучшать средства поиска фрода, чтобы они соответствовали постоянно изменяющейся внешней среде; экспериментировать со state-of-the-art методами машинного обучения в тех случаях, когда применение таких методов оправдано решаемой задачей; выкатывать модели в прод, следить за стабильностью работы, писать тесты, искать компромиссы между качеством и скоростью. А после внедрения, улучшать модели на основе данных и явного фидбэка от потребителей данных решений (как асессоров, так и от нарушителей наших правил).  Мы ждём, что вы:  имеете глубокое понимание ключевых методов, применяемых при решении задач машинного обучения, и границ применимости этих методов; имеете опыт решения различных Data Science-задач с использованием Python; имеете опыт в решении практических задач, связанных с NLP и табличными данными; умеете оценивать не только качество моделей при запуске нового проекта, но и изменение качества во времени; умеете писать SQL-запросы; умеете обращаться с системами управления версиями (например, git); имеете опыт написания production кода.  Будет здорово, если вы:  участвовали в различных открытых соревнованиях по анализу данных; проектировали и внедряли системы машинного обучения для решения реальных бизнес-задач и получили измеримые результаты этого внедрения; склонны документировать свои наработки, а также описывать и всесторонне критически оценивать результаты проведённых экспериментов.  Работа у нас — это:  возможность реализовать свои идеи в проекте с многомиллионной аудиторией; мощное железо, дополнительные мониторы и всё, что нужно для продуктивной работы; прозрачная система премий, достойная зарплата — размер обсудим на собеседовании; личный бюджет на обучение, который можно тратить на книги, курсы и конференции; забота о здоровье: у вас будет ДМС со стоматологией, в офисе принимают терапевт и массажист; удалёнка и замечательный офис в двух минутах от метро «Белорусская»: панорамный вид на центр города, места для уединённой работы и зоны отдыха."
129000660,Старший Data Scientist в команду поискового ранжирования,Москва,От 3 до 6 лет,,"О команде Наша команда развивает поисковое ранжирование. Наша основная цель — улучшить счастье покупателя. Мы пишем микросервисы на Python и Go и занимаемся машинным обучением, чтобы лучше угадывать интересы пользователей и показывать те объявления, которые могут им понравиться. Мы ищем сильного DS-инженера с опытом в рекомендациях или поиске, который сможет привнести в нашу команду взгляд со стороны. Примеры будущих задач: — персонализация поисковой выдачи; — внедрение ML в новые части продукта: расширение выдачи за счет других регионов; — улучшение векторного поиска; — совершенствование механизмов управления ликвидностью. Будет здорово, если вы: — занимали высокие места в соревнованиях по машинному обучению; — пишете на Go или любом другом строго типизированном языке; — пользовались инструментами для ведения экспериментов: Weights & Biases, MLflow, DVC, etc. Работа у нас — это: — возможность улучшать опыт миллионов пользователей; — интересные и сложные задачи на большом масштабе; — сильная команда, которая всегда готова прийти на помощь; — возможность изучать и пробовать новое, мощное железо для этого; — бюджет на обучение, который можно тратить на курсы или профессиональную литературу; — забота о здоровье: с первого дня у вас будет ДМС со стоматологией, в офисе принимают терапевт и массажист; — возможность работать удалённо или из офисов в четырёх городах России."
