id,name,area,experience,key_skills,description
128669835,Intern Data Analyst / Стажер Аналитик данных,Москва,Нет опыта,"Python, SQL, Clickhouse, DataLens","Мы — коммуникационная группа Okkam. Наша специализация — услуги в области маркетинга, рекламы и консалтинга. В России мы уже 25 лет создаем связи между брендами и людьми, профессионально объединяя медиа, креатив и технологии. На данный момент мы в поисках стажера в команду Easy Commerce. Если это интересная для тебя сфера и ты готов начать свой путь в команде Аналитики под руководством лучших экспертов, мы будем рады пригласить тебя в нашу команду!   Тебе предстоит:   делать шаблонные выгрузки из ppx;   писать базовые (и не только) SQL запросы;   писать ppx отчеты на основе выгрузок;   работать с python скриптами.   С тебя:   знание python;   знание SQL и опыт работы с БД;   усидчивость, внимательность, умение работать с большим объемом информации.   Будет плюсом: - опыт работы с BI инструментами От нас:  Гибридный/офисный формат работы; Опытные наставники и желание тебя обучать; Оплачиваемая стажировка длительностью 6+ месяцев; Официальное оформление (срочный трудовой договор); Гибридный формат работы - вместе решим, когда из дома, а когда из нашего офиса в Москва-Сити; Занятость 30 часов в неделю, гибкий график выстраивается по договоренности с руководителем; Перспектива роста до штатного специалиста."
128680568,Senior Data Analyst,Москва,От 3 до 6 лет,,"Чем предстоит заниматься:  Исследования, какую метрику и таргет поставить, как KPI, чтобы метрика одновременно была и чувствительной, и отвечала верхнеуровневым целям компании; развитие дерева метрик компании во взаимодействии с другими командами аналитики; автоматизация процессов отчетности по основным метрикам и их прогнозирования; унификация ключевых метрик между основными вертикалями аналитики.  Что для нас важно:   знание основ математической статистики и основных методов расчета A/B тестов; уверенное владение SQL; умение превращать потребности бизнеса в аналитические проекты и воплощать их;  Будет плюсом: опыт аналитики на Python и использования методов ML. Что мы предлагаем:  Топовое оборудование и весь необходимый софт; официальное трудоустройство, достойная и полностью белая заработная плата; ДМС со стоматологией, офисный врач, доплата больничного листа, компенсация мобильной связи, корпоративные скидки; льготные условия ипотеки в рамках зарплатного проекта; бесплатная подписка на сервисы партнеров; совместные занятия спортом: йога, футбол, волейбол; насыщенная корпоративная жизнь."
128656003,"Специалист по машинному обучению (ML-engineer, Data Scientist)",Щербинка (Московская область),От 3 до 6 лет,"OCR, BERT, NER, TensorFlow, PostgreSQL, NLP, Tesseract, Python, Machine Learning","Обязанности: Разработка и внедрение локального конвейера обработки документов для автоматического распознавания, классификации и извлечения ключевых атрибутов (дата, номер, контрагент, ИНН и др.) из скан-образов документов (счета-фактуры, договоры, акты, ТТН и др.) с последующей записью данных в БД. Требования: ​​​​​​Технические компетенции Опыт работы с моделями глубокого обучения для NLP:   применение предобученных эмбеддингов (BERT) для классификации документов;   практика настройки и дообучения моделей NER (Named Entity Recognition) для извлечения атрибутов (дата, сумма, ИНН, контрагенты и т.д.).   Навыки работы с OCR-системами - опыт интеграции и пост-обработки результатов Tesseract. Умение строить конвейеры обработки данных от скана → OCR → очистка текста → векторизация → классификация → извлечение атрибутов → запись в БД. Понимание принципов локальной развертки: работа без доступа в интернет, изоляция через Docker.   Практический опыт Реализация проектов по автоматизации документооборота. Умение работать с небольшими выборками данных (50–200 размеченных документов) и добиваться высокой точности (>85%) без больших объемов данных. Опыт интеграции ML-моделей с корпоративными системами через API.   Будет плюсом - Способность переводить бизнес-задачи в технические решения. - Умение выявлять и исправлять артефакты OCR, опечатки, вариативность формулировок. - Навыки документирования моделей и процессов для передачи знаний и сопровождения. Условия:  Оформление по ТК РФ Работа в г. Москва, г. Щербинка Система премирования на основе KPI Возможен гибридный/удаленный график работы по результатам испытательного срока. Современные проекты, интересные с профессиональной точки зрения задачи. Возможность профессионального и карьерного роста."
128672210,Senior Data Analyst,Москва,Более 6 лет,,"Продамус — аккредитованная, продуктовая IT-компания, создающая цифровые сервисы для бизнеса. Мы разрабатываем Fintech-решения и инструменты для автоматизации: системы приёма платежей, LMS-платформу для управления обучением, сервисы для вебинаров и онлайн-встреч, а также другие продукты, помогающие компаниям работать эффективно и масштабироваться в онлайне.Цель роли:Обеспечить глубокий анализ бизнес-данных для принятия стратегических и операционных решений. Senior Data Analyst выступает связующим звеном между бизнесом, продуктом и технической командой, переводя данные в конкретные инсайты, гипотезы и действия, принимает активное участие в выстраивании аналитической инфраструктуры. Обязанности: Бизнес-аналитика и инсайты  Анализировать ключевые метрики (рост, прибыльность, воронки, удержание, LTV, CAC и др.). Выявлять тренды, аномалии и закономерности, влияющие на эффективность бизнеса. Формулировать гипотезы и обосновывать бизнес-решения на основе данных.Подготовка и обработка данных Работать с большими объемами данных из разных источников (CRM, ERP, DWH, логови API). Разрабатывать SQL-запросы, ETL-пайплайны и модели агрегации данных. Контролировать качество, полноту и целостность данных.Визуализация и отчётность Создавать и поддерживать BI-дашборды (Power BI, Tableau, Metabase идр.). Формировать регулярныеи ad-hoc отчёты для различных уровней управления. Превращать сложные результаты анализа в понятные визуальные истории.Продвинутая аналитика Применять методы статистического анализа, A/B-тестирования, кластеризации, регрессий. Работатьс Python / R для моделирования и прототипирования. Сотрудничать с Data Scientist и Data Engineer в проектах продвинутой аналитики.  Требования:  Отличное владение SQL(в т.ч. оптимизация запросов). Уверенные навыки Power BI / Tableau / Looker / Metabase. Знание Python (pandas, numpy, matplotlib, seaborn, scikit-learn). Понимание принципов A/B-тестирования, статистики, визуализации данных. Опыт работы с ETL, DWH, BigQuery, ClickHouse, Snowflake, Airflow приветствуется*.  Условия:   Работа с сильной командой в отделе R&D   Интересные, амбициозные задачи с международным масштабом;  Доход в рынке;  Полностью удаленный формат работы из любой точки мира;"
128676452,Data Scientist (Senior),Москва,От 3 до 6 лет,"Python, SQL, NoSQL, Ceph, Numpy, pandas, SciPy, Scikit-learn, PyTorch, MongoDB, Kubernetes, Apache Kafka, Gitlab, Clickhouse","Международная продуктовая IT-компания, которая занимается разработкой и поддержкой высоконагруженных онлайн-сервисов, ищет в свою команду Data Scientist. Обязанности:  Работа с бизнес-стейкхолдерами - уточнение целей, перевод бизнес-задач в формальные ML проблемы, оценка эффекта от внедрения моделей. Исследование и оценка источников данных - поиск новых внутренних и внешних датасетов, анализ их качества, полноты и применимости к бизнес-целям; выявление недостающих данных и формирование требований к их сбору. Разработка инструментов для подготовки обучающих датасетов - автоматизация сбора, очистки, разметки и обогащения данных; обеспечение воспроизводимости и масштабируемости процессов. Проектирование, обучение, оценка и публикация моделей - выбор релевантных подходов, построение и оптимизация ML-решений, проведение экспериментов, контроль качества и интеграция моделей в продакшн-среду. Продуктовая аналитика и эксперименты - формирование и проверка гипотез, проведение A/B тестов, анализ результатов моделей и экспериментов в разрезе продуктовых метрик, предоставление бизнес-рекомендаций.  Требования:  Глубокое владение Python - уверенное написание промышленного кода, понимание устройства интерпретатора, принципов памяти, асинхронности и параллелизма. Отличные навыки SQL - уверенное владение сложными запросами, оконными функциями, оптимизацией и профилированием запросов. Опыт работы с NoSQL-базами (например, MongoDB) и объектными хранилищами (S3, Ceph). Знание и практическое применение классических алгоритмов машинного обучения (регрессия, деревья, бустинг, кластеризация и др.). Глубокое понимание процессов обучения и инференса нейронных сетей. Умение применять статистические методы для анализа данных, валидации гипотез, продуктовой аналитики. Опыт полного цикла разработки ML-моделей - от подготовки датасетов до продакшн-деплоя. Практический опыт с ML-инструментами: Numpy, Pandas, SciPy, Scikit-learn, PyTorch, OpenCV, Triton.  Будет плюсом:  Опыт data-аналитики и построения отчётности. Опыт работы с Kubeflow. Опыт обучения, интеграции или применения LLM. Опыт создания и оптимизации RAG-систем.  Условия:  Достойный уровень заработной платы (обсуждается индивидуально и зависит от профессионального уровня кандидата). Опытный коллектив, возможность перенять ценный опыт. ДМС после 6 месяцев работы. Возможность работать удалённо или в современном и комфортном офисе с удобным рабочим местом, оборудованным современной техникой. Гибкое начало рабочего дня. Оплачиваемые отпускные и больничные. Минимум бюрократии. 4 day-off в год за счёт компании. Частичная компенсация английского языка или психолога (на выбор). Компенсация спортзала."
128658744,ML engineer / Data Scientist,Москва,От 3 до 6 лет,"Python, Docker, Apache Airflow, Clickhouse, Greenplum, Deep Learning, Reinforcement Learning, Machine Learning, PySpark, динамическое ценообразование","Объединённая компания Wildberries и Russ — это международная технологическая компания, образованная в результате слияния двух лидеров рынка — IT-компании Wildberries и оператора наружной рекламы Russ. О команде и проектах: Команда MLE, DS, DA, MLops и backend-разработчиков с продуктовым мышлением. Решаем задачи ценообразования, кредитного скоринга b2c/b2b, роста клиентской базы     Вам предстоит :     Разрабатывать ML модели (на выбор несколько направлений); PD/LGD/PnL и антифрод (classic и DL) для bnpl и банковских продуктов b2c/b2b; Динамический прайсинг - назначения скидок для оптимизации GMV и прибыли в разрезе категорий товаров WB; WB Кошелек - назначение скидок, рост клиентской базы и уровня проникновения, получение habit-forming эффекта Выводить модели в production Исследовать новые подходы для повышения метрик продукта Исследовать новые источники данных разных модальностей Принимать непосредственное участие в разработке ML инфраструктуры Выстраивать мониторинг за стабильностью моделей и фичей  Формат работы : гибридный/удаленный   Вы нам подходите, если:   Работаете в DS/ML от 3 лет, а также от года в банках/fintech/marketplace/телекоме; Отлично владеете классическим ML и DL, опыт uplift моделирования и построения behavioral моделей; Обладаете промышленным опытом внедрения моделей; Занимаетесь построением мониторинга за работой моделей; Владеете python, Airflow, Spark, Docker, Git, PyTorch; Работаете с S3/Hadoop, а также с аналитическими БД ClickHouse/GreenPlum;    nice-to-have: опыт разработки cross-attention/мультимодальных NN, построения Triton inference пайплайнов, разработки и имплементации RL, построения графовой аналитики/графовых NN и работы с графовыми СУБД, матчинге товаров   Преимущества для сотрудников:  Обучение и развитие: языковые клубы, собственный корпоративный университет, программы развития управленческих навыков и многое другое; Благополучие сотрудников: корпоративный пакет ДМС со стоматологией, корпоративный спорт, консультации психолога и дополнительные возможности аккредитованной IT-компании; Множество сообществ: клуб спикеров, футбола, йоги, шахмат и т.д.; Забота о семьях: создаем условия, в которых легко сочетать карьеру и заботу о близких – от гибкого подхода до масштабных проектов для детей сотрудников; Скидки и партнерские программы: на обучение, страхование, покупки и многое другое; Комфортная рабочая среда: бесплатное питание в офисе, современные офисы рядом с метро, корпоративная техника и портал для сотрудников."
128660696,Data Scientist,Москва,От 3 до 6 лет,,"Мы приглашаем в нашу команду талантливого специалиста, заинтересованного в развитии карьерных перспектив и повышении эффективности нашей деятельности. Вам предстоит заниматься разработкой и исследованием статистических и машинно-обучаемых моделей для прогнозирования рисков и доходностей в сфере страхового и инвестиционного бизнеса. Вы будете взаимодействовать с различными специалистами компании и активно влиять на качество принимаемых решений.Обязанности  Участие в разработке и тестировании статистических и машинно-обучаемых моделей для прогнозирования рисков и доходностей в страховом и инвестиционном бизнесе; Идентификация и сбор необходимых данных для моделей из различных источников; взаимодействие с разработчиками моделей и валидаторами; Внедрение лучших практик и стандартов в области моделирования для повышения точности и надежности прогнозов; Проектирование аналитических витрин данных; участие во внедрении AI-моделей; взаимодействие с data-инженерами; Консультирование внутренних потребителей по вопросам поиска, обработки и интерпретации данных. Требования  Знание SQL на продвинутом уровне (аналитические функции, хранимые процедуры, материализованные представления, оптимизация производительности); Опыт работы с одной из SMP СУБД (Postgres / MySQL) и BI-инструментом; Знание Python для анализа больших объемов данных (pandas, numpy, regexp, SQLAlchemy/psycopg, PySpark); Развитое алгоритмическое и аналитическое мышление; Опыт подготовки бизнес-требований и работы с системами управления проектами (Jira или др.); Умение валидировать исследовательские гипотезы; Понимание и желательно практический опыт построения ML-моделей; Коммуникабельность; Инструментальное владение AI для анализа, генерации и автоматизации. Условия  Современный офис в Москве (метро Белорусская, метро Кутузовская); Гибридный формат работы; Льготные ипотечные условия кредитования; Бесплатная подписка СберПрайм+ и скидки на продукты компаний-партнеров (Okko, СберМаркет, МегаМаркет, Самокат, Еаптека и другие); ДМС с первого дня и скидки на страхование для близких; Корпоративная пенсионная программа; детский отдых и подарки за счет компании; Обучение за счет компании: онлайн-курсы, неограниченный доступ к библиотеке и обучение на базе корпоративного университета, тренинги, митапы и возможность получить новую квалификацию; Скидки на отдых в курортном комплексе «Mriya Resort & SPA» в Ялте"
128686686,Senior Data Scientist (CV/ML),Санкт-Петербург,От 3 до 6 лет,"NLP, ML, SQL, NoSQL, Data Science","Объединённая компания Wildberries и Russ — это международная технологическая компания, образованная в результате слияния двух лидеров рынка — IT-компании Wildberries и оператора наружной рекламы Russ. Мы в поиске Senior/Middle+ специалиста в команду Продуктового антифрода. Работа бок о бок с десятью опытными специалистами, который видят результат своей работы и понимают насколько они помогают компании и тем, кто работает с ней.Вам предстоит:  Проектирование, разработка и внедрение алгоритмов машинного обучения и статистических моделей для решения бизнес-задач;  Исследование и улучшение существующих моделей;   Анализ больших объемов данных для выявления закономерностей, тенденций и аномалий, выполнение EDA;   Визуализация данных и создание отчетов;   Внедрение новых технологий и подходов в практику работы с данными;   Участие в подготовке и обучении менее опытных коллег, участие в code-review.     Вы нам подходите, если:  Имеете опыт с NLP и классическим ML; У вас есть опыт в автоматизации (Python\Golang) и с Linux; Вы опытны в работе с различными системами управления доступом (например, SSO, PAM, IDM);  Вы работали с базами данных (SQL, NoSQL);   Имеете опыт выполнения NLP/ML проектов, выполненных с нуля до выкатки;   Обладаете продуктовым мышлением (роль имеет очень высокую бизнес-ориентированность);   Вы проактивность в коммуникациях, решениях, работе с рисками.     Условия для сотрудников:  Обучение и развитие: языковые клубы, собственный корпоративный университет, программы развития управленческих навыков и многое другое; Благополучие сотрудников: корпоративный пакет ДМС со стоматологией, корпоративный спорт, консультации психолога и дополнительные возможности аккредитованной IT-компании; Множество сообществ: клуб спикеров, футбола, йоги, шахмат и т.д.; Забота о семьях: создаем условия, в которых легко сочетать карьеру и заботу о близких – от гибкого подхода до масштабных проектов для детей сотрудников; Скидки и партнерские программы: на обучение, страхование, покупки и многое другое; Комфортная рабочая среда: бесплатное питание в офисе, современные офисы рядом с метро, корпоративная техника и портал для сотрудников."
128671917,Lead Data Scientist/Руководитель направления (NLP),Москва,От 3 до 6 лет,"Data Science, Machine Learning, NLP","Мы - Центр развития искусственного интеллекта Ингосстраха. Развиваем продукты в области рисков, customer-relations, компьютерного зрения и обработки естественного языка.В данный момент ищем Lead Data Scientist/Руководитель направления в NLP команду. Основные задачи, над которыми работаем:  Создание чат-ботов с RAG на базе LLM; Разработка рекомендательной системы (анализ настроений, создание психологического профиля пользователей, сегментация клиентов, персонализация сообщений); Транскрибация, суммаризация и составление протоколов звонков; Речевая аналитика; Обучение классификаторов; Генерация текста и программного кода.  Присоединившись к нам Вы будете:  Осуществлять полный цикл разработки моделей (data collection, feature engineering, model fitting, model management, visualization, model serving); Строить модели NLP; Участвовать в интеграции моделей в прод и разработке и стандартизации ML-пайплайнов; Анализировать и обрабатывать большие массивы данных; Участвовать в RND и проводить code-review; Вести бэклог и документацию по проектам;  Контролировать выполнение задач командой;   Заниматься обучением и развитием команды;   Взаимодействовать с заказчиками и смежными подразделениями.   Мы ждем от вас:  Опыта работы от 5ти лет по направлению разработки моделей; Опыта разработки моделей по направлению NLP от 3х лет; Опыта работы в роли лида от 1 года; Навыков эффективного взаимодействия со смежными подразделениям; Знания алгоритмов обработки текста - classic NLP, Word2Vec, Transformers, NER, Seq2Seq, Question Answering; Знания алгоритмов работы со звуком - Automatic Speech Recognition, Text-to-Speech; Знания современных подходов работы с LLM - RAG, Prompt tuning, LoRA; Знания основ ООП; Опыт работы с Python, MLflow, Airflow; Опыт работы с SQL, Docker, Kubernetes; Знание математической статистики и теории вероятности;  Навыков внедрения моделей в бизнес процессы организации;  Знание английского языка на уровне чтения технических материалов; Наличия высшего образование по одному из направлений: математика, ИТ, экономика, банковское дело и похожих (преимуществом будет – МГУ, МФТИ, МГТУим. Баумана, ВШЭ, СПбГУ).  Мы предлагаем:  Оформление по ТК РФ, полностью белую заработную плату (оклад + премии); График 5/2, гибкое начало дня (в промежутке с 08:00 до 10:00); Гибридный (г. Москва) или полностью удаленный формат работы (на территории РФ); ДМС после испытательного срока;  Подписку Добросервис (неограниченное количество консультаций у высококвалифицированных психологов);   Платформу дистанционного обучения IngoStudy (возможность проходить курсы для прокачки soft и hard скиллов) + внешние обучения по согласованию с руководителем;   Корпоративную сотовую связь;   Льготные страховые продукты (страхование имущества физ.лиц, автотранспорта (Каско), страхование выезжающих за рубеж, страхование ипотеки, страхование от несчастных случаев и болезней);   Скидки на обслуживание и ремонт автомобилей;   Корпоративные предложения от сети фитнес-клубов: World Class, World Class Lite и UFC GYM;   Активную корпоративную жизнь со спортивными секциями: бег, волейбол, йога и др.;   Участие в разных благотворительных и экологических акциях, форумах, марафонах;   Зарплатный проект от АО Инго Банка: повышенный кешбэк бонусами, льготы по кредитам, ипотеке, рефинансированию, выгодные ставки по вкладам, накопительным счетам."
128671911,Data Scientist (Забота о клиентах),Москва,От 3 до 6 лет,,"ИТ B2C — самая крупная экосистема в Сбере. Нас более 8000 человек в 18 городах России. Мы занимаемся разработкой и развитием розничных решений, помогая сделать сервисы Банка доступнее, безопаснее и удобнее. Наша команда (Поиск жизненных ситуаций) исследует клиентоцентричный подход при работе с клиентами. Мы занимаемся извлечением знаний о клиенте из разных систем, изучаем его жизненные ситуации, склонности и предпочтения, чтобы сделать наиболее подходящее предложение. Наша задача – с помощью современных технологий найти индивидуальный подход к клиенту, который позволит не только повысить прибыль Банка, но и удовлетворенность клиента. Обязанности  сбор данных из разных источников, создание датасетов для анализа и разработки моделей, анализ данных; разработка и последующий мониторинг мультиагентной системы для чата контакт-центра; погружение в предметную область, проверка гипотез; разработка и сопровождение моделей: Classic ML, NLP (tf-idf, BERT, LLM fine-tuning, prompt engineering); проведение A/B тестов (расчет параметров эксперимента, анализ результатов) навыки работы с генеративными AI-моделями; опыт создания AI-агентов и использования их в работе будет преимуществом.  Требования  уверенное владение SQL с использованием подзапросов, оконных функций, регулярных выражений; хорошее владение Python и знание библиотек CatBoost/XGBoost/LightGBM, PyTorch, transformers, PEFT, nltk, scipy, scikit-learn,pandas, etc; опыт работы с распределенным хранилищем данных (Hadoop, Spark); опыт в разработке агентных систем, понимание RAG, LLM-as-judge, MCP; опыт работы DS – не менее 2 лет.  Будет плюсом:  опыт работы с инструментами и фреймворками для работы с LLM (LangChain, LangGraph, n8n, etc); опыт командной разработки (GIT); опыт в MLOps.  Условия  офисный формат работы (м.Кутузовская) годовой бонус и ежегодный пересмотр зарплаты расширенный ДМС с первого дня и льготное страхование для семьи корпоративный университет Сбера, внутренняя образовательная платформа, участие в IT-конференциях офис на Кутузовской, зонами отдыха и спортзалом льготная ипотека в Сбере, корпоративная пенсионная программа, подписка СберПрайм+, скидки от партнеров и сервисов группы компаний."
