id,name,area,experience,key_skills,description
127747458,Data analyst / Аналитик данных (стажер),Санкт-Петербург,Нет опыта,"Python, SQL, Power BI, Tableau, DataLens, Data Analysis, Big Data, Databases, Классическое машинное обучение, Математическая статистика, Статистика, Machine learning","Мы — российская аккредитованная ИТ-компания, четырехкратный обладатель премии «Работодатель года» по версии Habr. C 2007 года разрабатываем цифровые решения для b2b-клиентов. Мы работаем с топовыми российскими и иностранными компаниями и знаем, какие специалисты востребованы на рынке. Поэтому приглашаем вас стажировку Аналитик данных. Лучшие получат свою первую работу в ИТ! Ежегодно мы обучаем 900+ человек, 75% стажеров с первого раза проходят интервью на проекты. Требования:   знание основ статистики и математики;   глубокое знание SQL и умение эффективно работать с базами данных;   опыт использования инструментов бизнес-аналитики (Power BI, Tableau, Google Data Studio и др.);   владение языками программирования (Python, R) для анализа и визуализации данных;   навыки работы с большими объемами данных и их обработки (Big Data, ETL);   умение создавать информативные и наглядные визуальные отчеты;   критическое мышление и умение делать обоснованные выводы.  законченное высшее или среднее специальное профильное образование.  Что мы предлагаем?  платим стипендию; первая заработная плата от 90 000 RUB GROSS; даем доступ к корпоративной программе обучения; берем на работу лучших стажеров; поддержку опытного ментора во время стажировки и после выхода на проект; после выхода на проект регулярно пересматриваем и повышаем зарплату; официально устраиваем на работу; обеспечиваем классические IT-плюшки: офис в центре города, бесплатный английский, корпоративные ивенты, частичная компенсация стоимости спортивных абонементов.  Условия стажировки:  обучение 3-4 месяца 5 дней в неделю с 9:00 до 18:00 с перерывом на обед; изучение теории с еженедельными проверками изученного материала; практика на учебных проектах под руководством опытного техлида; подготовка к собеседованию и самопрезентации; кандидаты из городов, где нет нашего офиса, могут пройти обучение удаленно.  важна готовность к переезду в одну из этих локаций после окончания стажировки и выхода на проект, компания компенсирует расходы на аренду квартиры;   после выхода на коммерческий проект специалист должен посещать офис заказчика.   Что делать, если знаний недостаточно? Приходите к нам на бесплатное онлайн-обучение ""Аналитик данных"". Для этого напишите в сопроводительном письме ""Обучение"". Требования к кандидатам на бесплатное обучение:  законченное высшее или среднее специальное профильное образование; готовность пройти стажировку в компании ASTON.После успешного окончания онлайн-интенсива обучающийся автоматически зачисляется на стажировку в Лабораторию ASTON.  Из чего состоит программа обучения?   онлайн-интенсив 1 месяц;   занятия проходят 2 раза в неделю, по вечерам 1-1,5 часа.;   вы изучаете теорию и отрабатываете ее с помощью практических заданий;   обучение на онлайн-интенсиве можно совмещать с работой.   Приходи в ASTON и расти вместе с нами!"
